115;116;141;148;167;201;239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
114;115;116;137;140;141;148;149;167;168;200;201;239;240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
96;113;114;115;116;117;137;138;140;141;142;148;149;150;166;167;168;199;200;201;238;239;240;0;0;0;0;0;0;0;0;0;0;0;0
96;97;113;114;115;116;117;136;137;138;139;140;141;142;147;148;149;150;166;167;168;169;199;200;201;202;237;238;239;240;0;0;0;0;0
1;115;116;141;148;159;200;205;239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;2;114;115;116;140;141;147;148;158;159;199;200;205;206;239;240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;2;3;113;114;115;116;117;140;141;142;147;148;149;158;159;160;199;200;201;205;206;207;238;239;240;0;0;0;0;0;0;0;0;0
1;2;3;4;96;112;113;114;115;116;117;139;140;141;142;146;147;148;149;157;158;159;160;198;199;200;201;205;206;207;208;237;238;239;240
