81;93;96;115;148;180;240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
81;82;92;93;96;97;115;116;148;149;179;180;239;240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
80;81;82;91;92;93;96;97;98;114;115;116;117;147;148;149;178;179;180;237;239;240;241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
80;81;82;83;90;91;92;93;96;97;98;99;113;114;115;116;117;147;148;149;150;177;178;179;180;237;238;239;240;241;0;0;0;0;0;0;0;0;0;0
88;93;96;115;116;148;167;183;201;240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
87;88;92;93;96;97;114;115;116;148;149;167;172;183;200;201;202;239;240;241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
86;87;88;91;92;93;95;96;97;114;115;116;117;138;148;149;150;167;172;174;182;183;198;200;201;202;238;239;240;241;0;0;0;0;0;0;0;0;0;0
85;86;87;88;90;91;92;93;95;96;97;98;113;114;115;116;117;138;148;149;150;151;167;172;174;178;182;183;186;198;200;201;202;203;237;238;239;240;241;242
